"gene_start_end_direction"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"essB (2651948-2653282)"	646.828096346034	-3.07963959434721	0.178812955054187	-17.2226872119751	1.7945898362144e-66	1.03951616262719e-64
"msaC (882895-883296)"	412.651330474834	3.76190632841526	0.21869876780038	17.2013146953301	2.59574546822638e-66	1.4669127438733e-64
"pyrC (654124-655401)"	10234.7737963513	-3.16174690982251	0.184394899850404	-17.1466071588074	6.66308835162777e-66	3.67580374064798e-64
"splE (1384026-1384742)"	4029.46251573409	4.74480012285455	0.277532214370899	17.0963941379199	1.57874991819231e-65	8.5068920010502e-64
"PBCCJM_00772 (788882-789232)"	792.226080037195	1.53168595646216	0.0901498003339603	16.9904531212274	9.66397309109969e-65	5.08896037547227e-63
"esaA (2648234-2651263)"	4607.04091537182	-3.46946852447973	0.204249404164695	-16.9864315573825	1.03497262803061e-64	5.32895906477093e-63
"PBCCJM_02623 (2674724-2675614)"	12214.0582310186	-1.9828113209248	0.117458831612038	-16.880904515328	6.21847040559081e-64	3.13221650646824e-62
"splA (1387364-1388071)"	4043.11848534768	5.39968107772742	0.320712960233977	16.8364916521866	1.31824079714048e-63	6.49864665313721e-62
"ureF (1852161-1852850)"	3595.07802835973	4.22302293798273	0.252378807930747	16.7328745729773	7.55045798222364e-63	3.64466898850254e-61
"PBCCJM_00302 (313292-313615)"	1189.16763187823	-1.91715214523649	0.115763788423829	-16.5608967306554	1.3358813777243e-61	6.1904743043744e-60
"ureD (1853477-1854313)"	6309.90971804291	3.52800060825034	0.213021805708479	16.5616876475004	1.3184347824998e-61	6.1904743043744e-60
"queH (2173333-2174055)"	7626.4272347266	1.67416312456958	0.101104408228857	16.5587549929572	1.3842887809835e-61	6.28901393242895e-60
"secA2 (2247387-2249777)"	3159.96924119649	-1.51113451613059	0.0941735543020302	-16.0462725159988	6.07018986401223e-58	2.70473652209929e-56
"splB (1386517-1387239)"	4686.59413860587	5.48258200569575	0.346986362651595	15.8005691168927	3.08320470898602e-56	1.34788402089068e-54
"ureG (1852863-1853477)"	2710.80110869565	3.21612765669769	0.203562330318977	15.7992279399538	3.14950161811884e-56	1.35136949058914e-54
"splC (1385740-1386459)"	4933.36707372102	5.10040141206711	0.323509278268825	15.765858213899	5.34414228977333e-56	2.25134139734633e-54
"splF (1383156-1383875)"	3915.10779982365	4.32118576284592	0.274342814331906	15.7510440846395	6.75566523091975e-56	2.79515648929304e-54
"tcaA (1918525-1919907)"	13841.7027685585	0.87489392091035	0.056094506899421	15.5967842355591	7.65543110264936e-55	3.11186559032256e-53
"yeiH (2711078-2712073)"	6086.03336756653	1.24740284448703	0.0809010361348753	15.4188735284849	1.22217604471494e-53	4.88238257862849e-52
"PBCCJM_00662 (669567-670520)"	1319.18865474144	-2.09357918143296	0.135901569902774	-15.4051140316535	1.51222126690461e-53	5.9386723312169e-52
"irrE (1371056-1371697)"	1629.21090401913	2.27199983460182	0.14819703565235	15.3309398167155	4.75063096471778e-53	1.83453532420851e-51
"norG (2441260-2442657)"	1688.58717006436	1.32371042767801	0.0866067978720442	15.2841400467629	9.75420564547073e-53	3.70499909517306e-51
"rfaB (71240;2467465;2499380;72836-72712;2468631;2500489;74326)"	44791.0182710825	1.43670589818765	0.0945842822940912	15.1896896962277	4.13874216144781e-52	1.54668799807654e-50
"PBCCJM_00609 (615729-615926)"	249.868420795504	3.20253516518327	0.212756849552903	15.0525596328072	3.32130838114593e-51	1.22150341573256e-49
"PBCCJM_02740 (2789473-2790801)"	5291.84961326017	-2.12229788782183	0.141245268441235	-15.0256211145566	4.98914892912833e-51	1.80622782324849e-49
"essE (2658492-2659169)"	709.106711926933	-3.11432414567555	0.208399533136356	-14.9440073056106	1.7041168386932e-50	6.07452110038793e-49
"sarT (2070358-2070714)"	313.476672856713	-2.75456644034093	0.18542473593429	-14.855442163429	6.41433254274135e-50	2.25181946992905e-48
"clfB (2218140-2220839)"	99213.3962985355	-3.74826026173188	0.253576690891043	-14.7815646957174	1.92638357999764e-49	6.66183694754407e-48
"fnbA (2076545-2079601)"	1963.51066768649	-3.5751516298222	0.245042173655292	-14.589944157333	3.25463935939639e-48	1.1089704993708e-46
"lukE (1400705-1401640)"	1080.55798873961	4.12751949559989	0.284535055637733	14.5061897077983	1.10701328789119e-47	3.71731853339694e-46
"miaA (775260-776195)"	7729.93885790867	2.4951014089579	0.173887282398597	14.3489585583289	1.0814907488274e-46	3.5797343786187e-45
"PBCCJM_02590 (2645299-2645952)"	246.076252362918	-3.10552037727093	0.21799918427957	-14.2455596223163	4.77705769468273e-46	1.55893558853238e-44
"brkB (1468603-1469820)"	11953.6281608028	-2.39404923454769	0.169562917649708	-14.1189433853305	2.90311483950006e-45	9.34238483766895e-44
"hsdR (2546283-2549072)"	18225.0048008904	1.11821415568714	0.0793815917507111	14.0865675659259	4.59351575947662e-45	1.45796931708319e-43
"lukH (1574095-1575150)"	11945.5245533017	-4.04616916391412	0.287617786745883	-14.0678683668789	5.98462477721886e-45	1.8738345417319e-43
"isaB (2229865-2230392)"	10528.6555231112	2.69789854933654	0.191932634429049	14.0564868364471	7.02899776996859e-45	2.17149171106896e-43
"PBCCJM_02227 (2230650-2231108)"	2326.3051121409	2.85897407058952	0.203636430563934	14.0396001966452	8.92145063596319e-45	2.71986856888509e-43
"PBCCJM_02112 (2105582-2106217)"	853.954094356734	3.19959578134874	0.229459774764152	13.9440378368601	3.42029414009813e-44	1.02919760033862e-42
"PBCCJM_00760 (783109-783321)"	413.052280323519	4.52383538766958	0.325824615266003	13.8842652633115	7.89053346121318e-44	2.34389308072191e-42
"PBCCJM_02591 (2645986-2646573)"	387.037250686495	-2.40055396188655	0.173178127962854	-13.8617618178749	1.07990699648454e-43	3.16727153272745e-42
"essA (2651263-2651721)"	653.830103612723	-3.46888699983446	0.25100536996225	-13.8199712633884	1.9314693651378e-43	5.59401814878037e-42
"PBCCJM_01874 (1855667-1856410)"	5540.943620594	3.9336639952962	0.285123105871766	13.7963704599422	2.68010690709142e-43	7.6664292638652e-42
"PBCCJM_00269 (279381-280220)"	13162.7810131789	5.9977133391414	0.435268420137167	13.7793441050728	3.39341182536816e-43	9.58845756021711e-42
"esxC (2657773-2658165)"	427.964968124092	-3.29899985523264	0.241312846222528	-13.6710494566478	1.5119870876879e-42	4.22081214719621e-41
"pyrB (653228-654109)"	6355.73536791106	-3.25607914060058	0.239719299867937	-13.5828827399144	5.05952071034746e-42	1.39558446260417e-40
"PBCCJM_02741 (2790798-2791121)"	932.702795082241	-2.05641621141177	0.152950320229147	-13.4449944814165	3.2943036785701e-41	8.97988426264345e-40
"lukD (1399720-1400703)"	953.467974669333	3.86148402572265	0.289083722591733	13.357666737868	1.06861501686355e-40	2.87904766752658e-39
"argC (2531993-2533027)"	574.301063175269	2.45349007285073	0.184879795242603	13.270731231778	3.42224901704727e-40	9.11419652011326e-39
"lukG (1573057-1574073)"	8010.09187918037	-3.60723724099149	0.276709589122771	-13.0361844431456	7.61748102844407e-39	2.00564812987556e-37
"esxA (2647857-2648150)"	18712.0274137313	-3.74319168433408	0.289770517152389	-12.9177796316854	3.57303994256859e-38	9.30194780554091e-37
"PBCCJM_02742 (2791140-2791454)"	1729.39297109467	-1.93001237704395	0.149836233757071	-12.8808121283472	5.77249226442579e-38	1.48609606407495e-36
"lpl10 (2788668-2789483)"	1624.94800907845	-2.19582840484059	0.173891068507651	-12.6276089030068	1.48729227191989e-36	3.78687493850373e-35
"potE (88716;2022380;2183164;947622;2009743-90200;2024017;2184612;948944;2011572)"	64716.449419024	-1.34390110112843	0.107134776855763	-12.5440229640627	4.28668806672334e-36	1.07959307071717e-34
"argJ (2530740-2531981)"	727.064855784403	1.92358351589453	0.153374917555362	12.5417085567475	4.41375573655066e-36	1.09964215500945e-34
"PBCCJM_00221 (226319-226759)"	16609.1742812422	1.63848784438665	0.131736449212187	12.4376196123789	1.63298119180997e-35	4.02512491640818e-34
"PBCCJM_01351 (1402523-1402978)"	306.912615616198	2.03619583000343	0.164026944643474	12.4137886883723	2.19991144287624e-35	5.36546822436236e-34
"yzzA (1947305-1947727)"	3911.38552416841	-2.53682575154799	0.206516994096577	-12.28385955667	1.10593596358654e-34	2.66922252878127e-33
"phoE (328443;2742852-329024;2743433)"	5305.38045616763	0.834986554330676	0.0680244870468352	12.2747938364575	1.23706513888469e-34	2.95492775958332e-33
"PBCCJM_00761 (783615-783821)"	1043.93590416357	2.14149350299742	0.175894161290564	12.1748981733387	4.22921564744404e-34	9.99907413788555e-33
"nhaP (145911;2007525-147953;2009603)"	29836.5689302536	0.649746754989299	0.0535130986448589	12.1418264208799	6.33949661651918e-34	1.48369834954292e-32
"tdcB (948975-950015)"	16424.5960678547	-4.27149735578991	0.352411089134647	-12.1207802123329	8.19750108132461e-34	1.89936100054291e-32
"sasC (1322309-1328869)"	44472.1446597024	5.55527456844489	0.465071952126139	11.9449787136124	6.8968009261319e-33	1.58216710354927e-31
"cspC (324859;2308282-325059;2308482)"	166360.572755695	-1.24380349150451	0.104533807442883	-11.8985763738121	1.20383253881935e-32	2.7345882278867e-31
"PBCCJM_01573 (1570901-1571938)"	2065.14049095187	0.718106002755731	0.0613948144462071	11.6965253374114	1.32779774914806e-31	2.98690037356899e-30
"pxpA (1156327-1157079)"	1508.72980521235	2.74433542334026	0.236055300236667	11.6258157329609	3.04669112394697e-31	6.78767628287031e-30
"nfnB (332131;2102279-332670;2102950)"	4454.1991198122	1.20603038180329	0.10475066328857	11.5133436289647	1.13010136121764e-30	2.49375700375359e-29
"cysJ (2205813-2207693)"	4482.96725807816	0.683857077987139	0.0595744388653631	11.4790351535268	1.68146402011395e-30	3.67542654207928e-29
"citT (207137;2296537-208690;2297955)"	10285.8595190979	-1.9263423451686	0.168003663145346	-11.4660734718746	1.95322470329967e-30	4.22955293228537e-29
"nolL (500030-501040)"	4820.02721157905	1.84722805264413	0.161429739968611	11.4429228034643	2.55142593256672e-30	5.47375359792322e-29
"PBCCJM_00481 (484080-484325)"	10031.5957204179	1.69344709743833	0.148425704646259	11.4093923385731	3.7534220906322e-30	7.9786045724723e-29
"rarD (2298368-2299276)"	3152.56162029053	0.861156107912205	0.0757167239275665	11.3733936605078	5.67378423281042e-30	1.19510527885652e-28
"PBCCJM_02870 (4020-4208)"	2021.76554359714	-1.27479152775516	0.112773945199676	-11.303954344224	1.25439496119254e-29	2.6184082207956e-28
"norB (946074-947465)"	13059.0140395104	-4.11163763610899	0.364301236525775	-11.2863674999305	1.53239690097909e-29	3.17014608890049e-28
"tarJ' (2612561-2613586)"	8544.71160512451	1.29275085873155	0.115010497274843	11.2402857944544	2.58543979585181e-29	5.30129558140589e-28
"esxB (2658181-2658495)"	171.458579400986	-3.00458524913002	0.268360316102765	-11.1960862647793	4.26146886010348e-29	8.66124855163137e-28
"PBCCJM_00416 (418357-420171)"	2357.29614232465	2.49654670992435	0.223467694264513	11.1718461952234	5.60045627334197e-29	1.12837019002899e-27
"PBCCJM_00770 (788346-788636)"	1997.47053014165	1.46764348834854	0.131800889697746	11.1353079005326	8.44526575530943e-29	1.68686903060793e-27
"tarM (484942-486423)"	12979.1251333586	1.55455360832012	0.139758331806759	11.1231551509185	9.67874060029672e-29	1.91672153597329e-27
"gph (55266;78946;1280719-55949;79593;1281849)"	12922.1591162676	1.48784860547635	0.133889085438615	11.1125458852917	1.09006609356098e-28	2.14040943964474e-27
"PBCCJM_00771 (788647-788841)"	611.771743691883	1.46578142908776	0.131962329717645	11.1075746557676	1.15247231110158e-28	2.24393138220367e-27
"PBCCJM_01571 (1569737-1569919)"	1661.14006602278	0.817392453135921	0.0738970289824533	11.0612356733585	1.93414361296344e-28	3.73450895936357e-27
"ugpQ1 (2581278-2583041)"	6234.74192328863	-2.00646221837901	0.182895264756691	-10.9705531252996	5.29474934856762e-28	1.01387886286208e-26
"PBCCJM_00339 (342402-342860)"	1839.58756119616	0.803370315605993	0.0733877675400269	10.9469240247405	6.8742494474864e-28	1.30554393195295e-26
"rot (1335157-1335558)"	2192.40684116789	-1.93143706030766	0.177951494734204	-10.8537276587226	1.91454469546997e-27	3.60650411333652e-26
"PBCCJM_01578 (1577180-1578025)"	459.746420100385	1.56352673643532	0.145724246991693	10.7293519693017	7.41140863169666e-27	1.38485756448719e-25
"essC (2653304-2657743)"	3130.26088708769	-3.23752536791084	0.302292804594656	-10.7098988752049	9.14616648174404e-27	1.69533341905607e-25
"PBCCJM_02200 (2197561-2198247)"	619.836363994374	-1.74303688050359	0.163168236267278	-10.6824521756086	1.22979497386083e-26	2.26145631304408e-25
"PBCCJM_00608 (615599-615745)"	130.971136123666	3.83303224247121	0.359810788496242	10.6529108215199	1.68996497733899e-26	3.08318807283027e-25
"lukS-PV (1004749-1005687)"	1639.84485338762	-1.82220195283945	0.172194661048767	-10.5822209686477	3.60314337375659e-26	6.52225249765158e-25
"PBCCJM_02866 (895-1083)"	2037.18149570875	-1.22296384326467	0.115800507583673	-10.5609540820105	4.52043664292413e-26	8.11926488500404e-25
"PBCCJM_00773 (789239-789430)"	362.645536137384	1.60583689816166	0.156045137813559	10.290848665085	7.74903462488138e-25	1.38111640198847e-23
"fetB (2027622-2028398)"	3855.10449268604	-2.70830464602077	0.263534816652633	-10.2768381059517	8.96195529519491e-25	1.5851030854173e-23
"ridA (2849879-2850259)"	6044.40975214019	-2.038310487198	0.200242779575122	-10.1791959316731	2.45582168735193e-24	4.31071124969274e-23
"PBCCJM_02592 (2646716-2647618)"	3771.41441959768	-3.59498186632666	0.353834153775305	-10.1600759224888	2.98843646561505e-24	5.20617089536095e-23
"spoVG (2850331-2850633)"	7831.01317140949	-1.87288126554444	0.184709519819202	-10.1396033478819	3.6859317037618e-24	6.37336101314634e-23
"araC (186563;1066302;1856436-188542;1067168;1858391)"	38128.5599753702	1.89257086459913	0.186869887377234	10.1277465896825	4.16128594803307e-24	7.14199966043899e-23
"PBCCJM_00340 (342872-343204)"	1997.84064496809	0.743556106735657	0.0738089842659351	10.0740596030506	7.19457202167367e-24	1.22572230692779e-22
"PBCCJM_00336 (339597-340817)"	2303.12090703656	0.819551106599499	0.0814121354479823	10.0666946283843	7.75402853258996e-24	1.31139300073073e-22
"seq (341657-342385)"	2538.73795328867	0.876534756268825	0.0871449506252067	10.0583539261916	8.43976366965302e-24	1.41702408859319e-22
"ldh2 (2181518-2182477)"	65096.1349875521	1.88604942726997	0.187916334848122	10.0366443864197	1.05191852108999e-23	1.75344979378814e-22
"esxD (2659175-2659486)"	209.436801617842	-2.59942021164133	0.26021570586057	-9.98948239132869	1.69464312780431e-23	2.80463437651613e-22
"PBCCJM_00762 (785060-785245)"	1064.09566956747	1.77806799697556	0.178163105055753	9.98000117038343	1.86464582630513e-23	3.06410239684325e-22
"gtfB (2244510-2245868)"	2939.56058616164	-2.41933671419343	0.243325661166208	-9.94279313820855	2.71116543412284e-23	4.42378190905819e-22
"PBCCJM_02452 (2482345-2483889)"	1001.89818047571	3.57799875975096	0.36297050604731	9.85754682581455	6.35838781044212e-23	1.03023668229331e-21
"gtfA (2245861-2247369)"	3511.59301428048	-2.64347907050373	0.268652657668002	-9.83976519514098	7.58877412143816e-23	1.22105483606752e-21
"harA (1288459-1291146)"	54725.8796101941	0.898298413793603	0.0913814919565379	9.83020078311749	8.34522270140174e-23	1.33350903442399e-21
"hchA (49752-50630)"	14479.5249976677	-0.920920102152494	0.0941804970034407	-9.77824636154606	1.39608401930701e-22	2.2155662142016e-21
"PBCCJM_01206 (1237793-1239280)"	1643.73872411159	0.852929045497668	0.0872501055985446	9.77567923438589	1.43193580324401e-22	2.25700357558937e-21
"PBCCJM_00318 (327982-328218)"	1997.0432170657	-1.49309734174966	0.153166877319338	-9.74817380807929	1.87816373168801e-22	2.94034146373048e-21
"lukF-PV (1003770-1004747)"	1720.71261444232	-1.65144676983301	0.169739500393547	-9.72930146491579	2.26140513296769e-22	3.51656086784304e-21
"mntH (557806;1155085-559158;1156314)"	15505.9809984589	2.2602184028152	0.233537515349668	9.6781812525112	3.73297464144018e-22	5.73476282824299e-21
"sgtB (1461761-1462570)"	6530.5554461259	0.597018805385508	0.0616878540265064	9.67806085666357	3.73737240856578e-22	5.73476282824299e-21
"carA (655403-656503)"	5752.77664997708	-2.36957573389456	0.245581846707999	-9.64882284932089	4.97232051389912e-22	7.57951752020017e-21
"nikC (860741-861571)"	303.06083724023	-1.98574829753448	0.209132278078398	-9.4951784381657	2.19834549900786e-21	3.32912844522955e-20
"butA (2464508-2465284)"	4891.87391570884	0.860034658198921	0.0907457192049056	9.47741299241836	2.6066518228227e-21	3.92182615161051e-20
"mtlD (1720878-1721984)"	3422.64629168323	-3.59839895148497	0.379809558794809	-9.47421903467415	2.68763566049621e-21	4.01758182281917e-20
"PBCCJM_01987 (1973884-1974150)"	1983.77004337972	0.734746519740019	0.0790331997924641	9.29668192189376	1.44896904006511e-20	2.15209055501978e-19
"nikE (859287-859988)"	1053.93301594356	-0.925595613956673	0.100013086184133	-9.25474504658886	2.14742280877567e-20	3.16915837447977e-19
"PBCCJM_00482 (484649-484936)"	2187.35510589614	1.39424617017117	0.150765993040281	9.24774972164085	2.29268436393207e-20	3.36212004508266e-19
"PBCCJM_01128 (1153576-1154796)"	2455.39203296396	0.56017883882773	0.0607716036519203	9.21777286043412	3.03334898071618e-20	4.42029533856566e-19
"dprA (709318-710190)"	1505.91420788107	3.02296060788666	0.329648979876476	9.17024105161619	4.71962471705739e-20	6.83460654338873e-19
"msrA (2265490;11516-2265966;11542)"	536.098170474229	2.01987679327151	0.222504123172823	9.07792972313878	1.10659574559524e-19	1.59253561648706e-18
"lytS (2623437-2625191)"	7658.42065742037	-2.18491337257828	0.240891591011171	-9.07011059791191	1.18896270321634e-19	1.7005102366372e-18
"PBCCJM_01714 (1710080-1711216)"	1579.21380315152	-2.51319993437271	0.279246898395013	-8.99992067527865	2.25880827455384e-19	3.21083360254064e-18
"nfo (1111268-1112158)"	14715.9072296386	-0.688247510615395	0.0767368080379143	-8.96893587592729	2.99392789879397e-19	4.22983593994246e-18
"PBCCJM_00529 (535151-535693)"	8182.86444715627	-1.73816404755814	0.194265307829022	-8.94737236917228	3.6404452518026e-19	5.1120676657131e-18
"xerC (714319-715215)"	8855.53492148241	-1.02962704372477	0.115402234735693	-8.92207196925545	4.5764466974703e-19	6.38772710725223e-18
"PBCCJM_02483 (2512428-2512631)"	394.983438386611	1.23894245367745	0.139009454497328	8.91264884217831	4.98276002087678e-19	6.91320656788713e-18
"PBCCJM_02589 (2643505-2645028)"	7420.9852566229	-3.71405514153044	0.418298026494351	-8.87896883630313	6.74830096457107e-19	9.30703174697094e-18
"PBCCJM_02433 (2463213-2463620)"	490.323505104817	-1.7618788209693	0.199578182676472	-8.82801314923993	1.0655153313742e-18	1.46082782413848e-17
"pxpC (233269;1158905-234273;1159915)"	9946.138257327	0.942176432182379	0.107438859279691	8.7694195424176	1.79589691380971e-18	2.4477018525277e-17
"proC (1062435-1063250)"	3885.14361618906	0.563897878155006	0.0643641676561972	8.76105290706285	1.93434982255896e-18	2.62098744963106e-17
"mtlF (1720444-1720878)"	612.269879365553	-3.52055664510234	0.403079080918494	-8.73415865958629	2.45476356431463e-18	3.30679487123081e-17
"hysA (1781894-1784317)"	2786.88561158198	-1.19203594795048	0.136517993548867	-8.73171306552925	2.50843939120607e-18	3.35956882625692e-17
"gloA (1070129;2708437-1070500;2709363)"	1843.34859789874	-0.89948290024717	0.103168180901692	-8.71860773724685	2.81643476634489e-18	3.75039043311558e-17
"PBCCJM_02076 (2064089-2064355)"	3830.84382135139	-3.6646289666263	0.422651063018522	-8.67057790048833	4.2993269355381e-18	5.69230886265244e-17
"PBCCJM_01015 (1048333-1049538)"	1307.52058176514	-1.49849382892354	0.17334146028883	-8.64475138507933	5.39225747119558e-18	7.09878440952282e-17
"sigB (1629042-1629812)"	18997.4077526724	-1.92144941413687	0.22229288747057	-8.64377369874802	5.4386222190381e-18	7.1193715714753e-17
"clfA (316749-319550)"	12242.4880536437	-1.53548806453019	0.178254204771291	-8.61403559315924	7.05327799592132e-18	9.18114894188186e-17
"PBCCJM_02465 (2493654-2494658)"	145.322092472716	-2.60356858265092	0.303547842278141	-8.57712762216005	9.72716727046375e-18	1.25909757350081e-16
"znuA (149113-150042)"	24137.0760683885	-2.02552204898725	0.236332371783399	-8.57065002861168	1.02902527077028e-17	1.32458419576375e-16
"crtN (2145939-2147447)"	2297.99033203049	-2.19672259941325	0.256964467463598	-8.54874069203533	1.24438735915955e-17	1.59295332108988e-16
"lacD (1773654-1774634)"	2935.08133149358	5.07054399057484	0.593888692785207	8.53786922056911	1.36719533729683e-17	1.74054483325097e-16
"recQ (238853;996279-240634;997658)"	13695.1547961476	-0.774372947621237	0.0908926694498582	-8.51964137821287	1.60048127919836e-17	2.0264017070506e-16
"yktB (559342-559956)"	9144.40061732092	0.582751142829881	0.068498312478771	8.50752553955964	1.7768460328172e-17	2.23747405328123e-16
"fadH2 (2412075;2412579-2412329;2413268)"	1577.31029570549	-1.025590524228	0.12134998590572	-8.45150921587094	2.87561121515986e-17	3.60150874893265e-16
"rsbW (1629787-1630266)"	6722.68945898329	-1.65495384929126	0.196613040662855	-8.41731476056625	3.852116866596e-17	4.79857783865749e-16
"PBCCJM_00601 (610031-610537)"	1689.5424583208	1.03790798452504	0.123436151703107	8.40846032709646	4.15427878732218e-17	5.14730692525428e-16
"modB (1840024-1840695)"	3522.79456012795	0.915557840957918	0.108977787152873	8.40132530562018	4.41467557691219e-17	5.41206524428864e-16
"hutG (1896910-1897845)"	2300.44293413941	-0.94512838102063	0.112493509326957	-8.40162589535418	4.4033874618988e-17	5.41206524428864e-16
"PBCCJM_01317 (1366618-1367100)"	610.590377044009	2.20866430681329	0.262923165224272	8.40041730415544	4.44894758706347e-17	5.42537450485582e-16
"PBCCJM_00191 (196508-196807)"	9416.05687712639	-0.932101368359682	0.11166534549528	-8.34727519290286	6.98558232311317e-17	8.47413311133676e-16
"PBCCJM_02871 (4534-5115)"	10724.6664921648	-1.53366815364111	0.183749904472243	-8.34649769231734	7.03170152698485e-17	8.48565231147078e-16
"codY (717251-718024)"	10754.1659276867	-0.675684876774971	0.0813747368880627	-8.30337402754897	1.01195663286705e-16	1.20861006100667e-15
